service;origin;destiny;color_id;stopsI;stopsR;scheduleI;scheduleR
C16;Vital Apoquindo;El Huinganal;1;PC453-PC1046-PC674-PC675-PC676-PC677-PC678-PC1134-PC679-PC173-PC1068-PC139-PC140-PC141-PC142-PC285-PC286-PC287-PC236-PC237-PC239-PC288-PC289-PC423-PC424-PC425-PC852-PC853-PC588-PC589-PC590-PC854-PC855-PC856-PC857-PC858-PC859-PC860-PC861-PC862-PC863-PC864;PC1043-PC1042-PC865-PC866-PC867-PC868-PC869-PC870-PC871-PC872-PC873-PC874-PC875-PC437-PC438-PC439-PC440-PC364-PC365-PC1123-PC616-PC291-PC292-PC240-PC241-PC242-PC329-PC330-PC660-PC661-PC117-PC118-PC119-PC120-PC1067-PC662-PC663-PC664-PC665-PC1061-PC448-PC449-PC451-PC666;Sábado-06:30-23:40/Domingo y Festivos-06:30-23:40/Lunes a Viernes-05:30-23:30;Domingo y Festivos-06:30-23:40/Lunes a Viernes-05:30-23:30/Sábado-06:30-23:40
C17;Cerro 18;Los Trapenses;1;PC602-PC1113-PC594-PC1114-PC595-PC596-PC597-PC603-PC604-PC605-PC619-PC971-PC972-PC954-PC955-PC956-PC786-PC787-PC1069-PC788-PC789-PC790-PC791-PC792-PC793-PC371-PC911-PC912-PC1110-PC913-PC914;PC907-PC908-PC909-PC910-PC1094-PC769-PC770-PC771-PC772-PC773-PC774-PC941-PC775-PC776-PC777-PC778-PC429-PC430-PC431-PC966-PC434-PC591-PC592-PC593-PC1113-PC594-PC1114-PC595-PC596-PC599;Domingo y Festivos-07:30-22:30/Sábado-06:30-22:30/Lunes a Viernes-06:30-21:00;Domingo y Festivos-07:30-22:30/Sábado-06:30-22:30/Lunes a Viernes-06:30-21:00
C18;(M) Escuela Militar;Ciudad Empresarial;1;PC57-PC58-PC59-PC60-PC61-PC62-PC1073-PC64-PC65-PB1487-PB1488-PB1489-PB176;PB142-PB101-PB102-PB103-PB104-PC66-PC67-PC68-PC69-PC70-PC71-PC72-PC73-PC906;Lunes a Viernes-05:30-23:00/Sábado-05:30-23:00/Domingo y Festivos-06:30-23:00;Lunes a Viernes-05:30-22:50/Sábado-05:30-22:45/Domingo y Festivos-06:30-22:45
C19;Bernardo Larrain Cotapos;Cantagallo;1;PC1011-PC1010-PC1009-PC1012-PC803-PC804-PC805-PC806-PC779-PC780-PC781-PC782-PC1123-PC616;PC423-PC424-PC425-PC426-PC427-PC428-PC845-PC846-PC847-PC848-PC849-PC1015-PC1013-PC1014;Sábado-06:30-22:35/Lunes a Viernes-06:30-21:00/Domingo y Festivos-06:30-22:36;Sábado-06:30-22:30/Lunes a Viernes-06:30-21:00/Domingo y Festivos-06:30-22:30
C20;(M) Escuela Militar;Parque Arauco;1;PC876-PC58-PC59-PC60-PC321-PC322-PC964-PC904-PC905-PC965-PC72-PC73-PC906;;Lunes a Viernes-06:30-22:54/Domingo y Festivos-06:30-23:00/Sábado-06:30-23:00;Sábado-06:30-23:40/Domingo y Festivos-06:30-23:40/Lunes a Viernes-06:30-23:00
C21N;Los Trapenses;(M) Escuela Militar;1;PC1099-PC1101-PC907-PC908-PC909-PC910-PC1094-PC769-PC770-PC771-PC772-PC773-PC774-PC941-PC775-PC776-PC777-PC778-PC429-PC430-PC431-PC966-PC434-PC1096-PC967-PC968-PC607-PC608-PC609-PC610-PC611-PC612-PC613-PC614-PC615-PC1117-PC616-PC291-PC292-PC240-PC241-PC242-PC244-PC329-PC330-PC331-PC332-PC333-PC334-PC335-PC902-PC903-PC904-PC905-PC178-PC179-PC180-PC181-PC617;PC906-PC586-PC161-PC162-PC163-PC164-PC321-PC322-PC323-PC324-PC325-PC326-PC1224-PC327-PC328-PC144-PC236-PC237-PC239-PC288-PC289-PC351-PC352-PC353-PC354-PC355-PC356-PC1041-PC357-PC358-PC359-PC360-PC361-PC362-PC969-PC970-PC1088-PC854-PC954-PC955-PC956-PC786-PC787-PC1069-PC788-PC789-PC790-PC791-PC792-PC793-PC371-PC911-PC912-PC1110-PC913-PC914-PC1102-PC1100;;
C22;(M) Escuela Militar;Rotonda Lo Curro;1;PC1090-PC58-PC59-PC60-PC61-PC62-PC1073-PC64-PC65-PC739-PC740-PC741-PC742-PC744;PC759-PC760-PC761-PC762-PC763-PC764-PC1120-PC1119-PC1118-PC66-PC67-PC68-PC69-PC70-PC71-PC72-PC73-PC906;Domingo y Festivos-06:30-22:47/Lunes a Viernes-05:30-22:49/Sábado-05:30-23:00;Domingo y Festivos-06:30-22:43/Sábado-05:30-22:48/Lunes a Viernes-05:30-22:42
C23;La Ermita De San Antonio ;Lo Barnechea;1;PC721-PC722-PC1095-PC359-PC360-PC361-PC362-PC363-PC588-PC589-PC590-PC854-PC966-PC434;PC1096-PC438-PC439-PC606-PC607-PC1019-PC608-PC733-PC734;Lunes a Viernes-06:20-21:00;Lunes a Viernes-06:40-21:20
D01;Plaza EgaÃ±a (M);Consistorial;2;PD178-PD221-PD709-PD710-PD711-PD712-PD713-PD714-PD715-PD716-PD717-PD718-PD1014-PD1015-PD1016-PD417-PD454-PD1427-PD1018-PD1187-PD1418-PD1079-PD254-PD255-PD1042-PD1043-PD1044-PD1045-PD1082-PD1083-PD1084-PD985-PD986-PD921;PD922-PD923-PD924-PD925-PD1425-PD1426-PD1057-PD1058-PD1059-PD1029-PD1030-PD1031-PD271-PD1382-PD295-PD1419-PD1062-PD1369-PD441-PD442-PD443-PD444-PD445-PD299-PD300-PD301-PD302-PD446-PD447-PD448-PD449-PD450;Lunes a Viernes-06:02-22:45;Lunes a Viernes-06:00-22:45
D02;(M) Irarrazaval;Diagonal Las Torres;2;PD329-PD330-PD348-PD349-PD111-PD429-PD112-PD350-PD431-PD351-PD352-PD1370-PD353-PD354-PD355-PD356-PD432-PD433-PD434-PD220-PD178-PD221-PD709-PD710-PD711-PD712-PD713-PD714-PD715-PD716-PD717-PD718-PD719-PD720-PD721-PD417-PD454-PD455-PD422-PD722-PD723-PD724-PD725-PD1384-PD726-PD727-PD728-PD729-PD730-PD731-PD732-PD1439;PD1429-PD1394-PD733-PD734-PD735-PD736-PD737-PD738-PD1433-PD1385-PD1383-PD742-PD743-PD744-PD745-PD443-PD444-PD445-PD299-PD746-PD747-PD748-PD749-PD1431-PD751-PD752-PD753-PD754-PD755-PD756-PD757-PD758-PD759-PD228-PD229-PD187-PD230-PD231-PD760-PD761-PD762-PD345-PD763-PD764-PD765-PD766-PD767-PD768-PD769-PD770-PD771-PD772-PD773-PD774-PD775-PD776-PD777;Lunes a Viernes-05:30-00:30/Domingo y Festivos-05:30-00:30/Sábado-05:30-00:30;Lunes a Viernes-05:30-00:30/Sábado-05:30-00:30/Domingo y Festivos-05:30-00:30
D03;(M) Toesca;Las Parcelas;2;PA494-PA54-PA55-PA478-PA479-PA480-PA481-PA482-PA483-PA615-PD328-PD329-PD330-PD331-PD332-PD333-PD334-PD335-PD336-PD337-PD338-PD339-PD340-PD341-PD342-PD409-PD410-PD1360-PD785-PD786-PD787-PD788-PD789-PD790-PD791-PD792-PD488-PD489-PD490-PD491-PD1451-PD492-PD493-PD494-PD495-PD496-PD497-PD793-PD794-PD795-PD731-PD732-PD1439;PD1429-PD1394-PD733-PD734-PD796-PD797-PD798-PD504-PD505-PD506-PD507-PD508-PD509-PD1450-PD510-PD511-PD512-PD513-PD799-PD800-PD801-PD802-PD803-PD804-PD805-PD806-PD451-PD452-PD313-PD314-PD315-PD316-PD317-PD318-PD319-PD320-PD321-PD322-PD323-PD324-PD325-PD326-PD327-PA357-PA488-PA489-PA490-PA491-PA492-PA493-PA25-PA494;Sábado-05:30-00:30/Domingo y Festivos-05:30-00:30/Lunes a Viernes-05:30-00:30;Lunes a Viernes-05:30-00:30/Sábado-05:30-00:30/Domingo y Festivos-05:30-00:30
D05;(M) Franklin;Las Perdices;2;PA541-PA64-PA495-PA496-PA497-PA498-PA499-PA500-PA501-PA502-PD835-PD836-PD837-PD838-PD651-PD652-PD839-PD840-PD841-PD842-PD843-PD844-PD845-PD846-PD847-PD596-PD848-PD849-PD850-PD851-PD852-PD853-PD854-PD855-PD856-PD857-PD858-PD859-PD372-PD373-PD374-PD460-PD1357-PD461-PD462-PD463-PD137-PE1321-PE273-PE274-PE275-PE276-PE277;PD1393-PD861-PD862-PD615-PD616-PD617-PD1409-PD618-PD619-PD464-PD465-PD466-PD389-PD390-PD391-PD864-PD865-PD866-PD867-PD868-PD870-PD871-PD872-PD873-PD874-PD569-PD570-PD875-PD876-PD877-PD878-PD879-PD880-PD881-PD882-PD883-PD884-PD653-PD654-PD655-PD204-PA697-PA202-PA503-PA504-PA505-PA506-PA507-PA508-PA509-PA541;Lunes a Viernes-05:30-00:30/Sábado-05:30-00:30/Domingo y Festivos-05:30-00:30;Sábado-05:30-00:30/Lunes a Viernes-05:30-00:30/Domingo y Festivos-05:30-00:30
D07;Diagonal Las Torres;(M) Franklin;2;PD1429-PD1394-PD733-PD734-PD796-PD797-PD798-PD917-PD918-PD919-PD920-PD923-PD924-PD925-PD926-PD927-PD928-PD929-PD930-PD886-PD376-PD887-PD888-PD889-PD890-PD931-PD932-PD933-PD934-PD281-PD282-PD176-PD873-PD661-PD662-PD663-PD935-PD936-PD1389-PD937-PD938-PD939-PD940-PD941-PD942-PD943-PD944-PD945-PD946-PD947-PD948-PD949-PD950-PD201-PH1641-PH429-PH430-PH431-PH181-PH791-PH432-PH433-PH434-PA146-PA509-PA541;PA541-PA64-PA495-PA496-PA497-PA498-PA126-PH162-PH385-PH386-PH1465-PH387-PH1642-PH210-PD1387-PD951-PD952-PD953-PD954-PD955-PD956-PD957-PD958-PD959-PD16-PD960-PD961-PD962-PD963-PD964-PD965-PD1388-PD966-PD967-PD968-PD699-PD700-PD701-PD702-PD850-PD851-PD969-PD970-PD971-PD972-PD973-PD974-PD975-PD976-PD1392-PD977-PD978-PD387-PD979-PD388-PD980-PD981-PD982-PD983-PD984-PD985-PD986-PD987-PD988-PD989-PD990-PD991-PD992-PD793-PD794-PD795-PD731-PD732-PD1439;Lunes a Viernes-05:30-00:30/Sábado-05:30-00:30/Domingo y Festivos-05:30-00:30;Domingo y Festivos-05:30-00:30/Sábado-05:30-00:30/Lunes a Viernes-05:30-00:30
D07c;Diagonal Las Torres;(M) Los Presidentes;2;PD1429-PD1394-PD733-PD734-PD796-PD797-PD798-PD917-PD918-PD919-PD920-PD921-PD922-PD923-PD924-PD925-PD926-PD927-PD928-PD929-PD930-PD886-PD175;PD175-PD280-PD973-PD974-PD975-PD976-PD977-PD978-PD387-PD979-PD388-PD980-PD981-PD982-PD983-PD984-PD985-PD986-PD921-PD987-PD988-PD989-PD990-PD991-PD992-PD793-PD794-PD795-PD731-PD732-PD1439;Lunes a Viernes-06:30-09:15;Lunes a Viernes-06:30-09:15
D08;Av. Grecia;(M) Francisco Bilbao;2;PD1429-PD544-PD545-PD546-PD993-PD994-PD995-PD996-PD997-PD998-PD738-PD1433-PD1420-PD440-PD441-PD999-PD1000-PD1001-PD445-PD780-PD781-PD782-PD1002-PD1003-PD1004-PD1005-PD1006-PC975-PC976-PC977-PC482-PC483-PC484-PC112-PC485-PC486-PD1377-PC978;PC978-PD476-PD477-PD478-PD224-PD479-PD480-PD481-PD1007-PD1008-PD1009-PD1010-PD1011-PD1290-PD1013-PD1014-PD1015-PD1016-PD417-PD418-PD419-PD1017-PD1018-PD1019-PD726-PD727-PD1020-PD1021-PD1022-PD1023-PD1024-PD1025-PD541-PD542-PD543-PD1439;Domingo y Festivos-00:00-23:59/Sábado-00:00-23:59/Lunes a Viernes-00:00-23:59;Lunes a Viernes-00:00-23:59/Sábado-00:00-23:59/Domingo y Festivos-00:00-23:59
D08c;Plaza La Reina;(M) Francisco Bilbao;2;PD1003-PD1004-PD1005-PD1006-PC975-PC976-PC977-PC482-PC483-PC484-PC112-PC485-PC486-PD1377-PC978;PC978-PD476-PD477-PD478-PD224-PD479-PD480-PD481-PD1007-PD1008-PD1009-PD1010-PD1011-PD1290;Lunes a Viernes-06:30-09:15;Lunes a Viernes-06:30-09:15
D09;Diagonal Las Torres;(M) Manuel Montt;2;PD1429-PD1394-PD733-PD734-PD735-PD736-PD737-PD1020-PD1027-PD1028-PD1029-PD1030-PD1031-PD256-PD257-PD258-PD1373-PD259-PD260-PD657-PD261-PD804-PD805-PD806-PD451-PD452-PD1032-PD1033-PD1034-PD1035-PC979-PC980-PD53-PD76-PD1267-PD1268-PD1269-PD168-PC45-PC46-PC47-PC48-PC49-PC50-PC51;PC1221-PC1103-PC39-PC40-PC41-PC42-PC43-PC44-PD108-PD1291-PD1293-PD1294-PD1295-PD1589-PD1037-PD1038-PD1039-PD1040-PD1041-PD816-PD409-PD410-PD1360-PD785-PD786-PD287-PD288-PD289-PD290-PD291-PD292-PD293-PD294-PD1042-PD1043-PD1044-PD1045-PD1046-PD1047-PD728-PD729-PD730-PD731-PD732-PD1439;Sábado-00:00-23:59/Domingo y Festivos-00:00-23:59/Lunes a Viernes-00:00-23:59;Domingo y Festivos-00:00-23:59/Sábado-00:00-23:59/Lunes a Viernes-00:00-23:59
D09N;Diagonal Las Torres;(M) Santa Ana;2;PD1429-PD1394-PD733-PD734-PD735-PD736-PD737-PD1020-PD1027-PD1028-PD1029-PD1030-PD1031-PD256-PD257-PD258-PD1373-PD259-PD260-PD657-PD261-PD804-PD805-PD806-PD451-PD452-PD826-PD827-PD828-PD829-PD1264-PD1265-PD1266-PC987-PC988-PD53-PD76-PD1267-PD1268-PD1269-PD168-PC45-PC46-PC47-PC48-PC49-PC50-PC51-PC192-PC193-PC194-PC195-PC196-PA384-PA42-PA182-PA183-PA184-PA679-PA82-PA243;PA230-PA231-PA668-PA28-PA350-PA168-PA169-PA342-PC1148-PC200-PC201-PC202-PC1103-PC39-PC40-PC41-PC42-PC43-PC44-PD108-PD1291-PD1293-PD1294-PD1295-PD1296-PD1297-PD1298-PD1277-PD1278-PD1279-PD1280-PD1281-PD813-PD814-PD410-PD1360-PD785-PD786-PD287-PD288-PD289-PD290-PD291-PD292-PD293-PD294-PD1042-PD1043-PD1044-PD1045-PD1046-PD1047-PD728-PD729-PD730-PD731-PD732-PD1439;;
D10;(M) Carlos Valdovinos;Alvaro Casanova;2;PD200-PD1387-PD951-PD952-PD1154-PD1155-PD20-PD21-PD1306-PD1307-PD1308-PD1309-PD1310-PD1311-PD1312-PD668-PD1440-PD1356-PD669-PD670-PD671-PD672-PD673-PD674-PD607-PD608-PD1396-PD609-PD610-PD1053-PD611-PD612-PD613-PD614-PD465-PD466-PD469-PD470-PD471-PD472-PD886-PD375-PD376-PD887-PD888-PD889-PD890-PD891-PD866-PD1054-PD1055-PD1056-PI1272-PD486-PD487-PD488-PD489-PD490-PD491-PD1451-PD492-PD493-PD494-PD1057-PD1058-PD1059-PD1029-PD1060-PD1061-PD1419-PD1062-PD1063-PD1000-PD1001-PD454-PD455-PD422-PD722-PD723-PD724-PD1113-PD1114-PD732-PD1439;PD1429-PD1394-PD1438-PD1092-PD1093-PD742-PD743-PD745-PD443-PD418-PD419-PD1077-PD1078-PD1418-PD1079-PD1080-PD1081-PD1045-PD1082-PD1083-PD1084-PD507-PD508-PD509-PD1450-PD510-PD511-PD512-PD513-PD514-PD515-PD1085-PD1086-PD1087-PD1395-PD1392-PD977-PD978-PD387-PD979-PD388-PD460-PD1357-PD461-PD1452-PD620-PD621-PD622-PD623-PD624-PD625-PD626-PD627-PD628-PD629-PD689-PD690-PD691-PD692-PD693-PD694-PD1356-PD825-PD695-PD1299-PD1300-PD1301-PD1302-PD1303-PD1304-PD1428-PD1305-PD37-PD1130-PD1386-PD1184-PD1185-PD198;Sábado-05:30-00:30/Domingo y Festivos-05:30-00:30/Lunes a Viernes-05:30-00:30;Domingo y Festivos-05:30-00:30/Lunes a Viernes-05:30-00:30/Sábado-05:30-00:30
D11;Diagonal Las Torres;Mall Alto Las Condes;2;PD1429-PD1394-PD1438-PD1092-PD1093-PD1094-PD1095-PD1096-PD1020-PD1027-PD1028-PD1029-PD1030-PD1031-PD256-PD1097-PD1098-PD1099-PD1100-PD1101-PD1102-PD1103-PD303-PD304-PD305-PD306-PD307-PD308-PD309-PD310-PD311-PC728-PC129-PC130-PC131-PC132-PC1034-PC1109-PC523-PC524-PC525-PC526-PC527-PC678-PC173-PC1068-PC139-PC140-PC141-PC142-PC143;PC1053-PC117-PC118-PC119-PC120-PC1067-PC662-PC663-PC664-PC543-PC544-PC545-PC546-PC547-PC125-PC126-PC127-PC128-PD1380-PD238-PD239-PD240-PD241-PD242-PD243-PD244-PD245-PD246-PD1105-PD1106-PD1107-PD1108-PD1109-PD1110-PD294-PD1042-PD1043-PD1044-PD1045-PD1046-PD1047-PD1368-PD1111-PD1112-PD1113-PD1114-PD732-PD1439;Domingo y Festivos-00:00-23:59/Lunes a Viernes-00:00-23:59/Sábado-00:00-23:59;Domingo y Festivos-00:00-23:59/Lunes a Viernes-00:00-23:59/Sábado-00:00-23:59
D12;Las Perdices;(M) Francisco Bilbao;2;PD1393-PD861-PD862-PD615-PD616-PD617-PD1409-PD139-PD140-PD141-PD142-PD143-PD144-PD683-PD684-PD685-PD686-PD687-PD274-PD173-PD275-PD276-PD277-PD278-PD174-PD1356-PD279-PD175-PD280-PD281-PD282-PD176-PD284-PD285-PD177-PD218-PD219-PD220-PD178-PD221-PD222-PD180-PD223-PD1416-PD1415-PD1414-PD1413-PD1332-PD834-PC973-PC1022;PC1022-PC386-PC1122-PD1445-PD1446-PD1447-PD1448-PD227-PD186-PD228-PD229-PD187-PD230-PD231-PD188-PD189-PD265-PD266-PD190-PD267-PD191-PD268-PD269-PD192-PD270-PD675-PD130-PD216-PD273-PD676-PD677-PD678-PD679-PD680-PD681-PD682-PD133-PD818-PD134-PD135-PD136-PD137-PD138-PE273-PE274-PE275-PE276-PE277;Lunes a Viernes-05:30-00:30/Sábado-05:30-00:30/Domingo y Festivos-05:30-00:30;Domingo y Festivos-06:00-00:30/Sábado-06:00-00:30/Lunes a Viernes-06:06-00:30
D13;(M) Bellavista De La Florida;(M) Irarrazaval;6;PE1282-PE1304-PE1484-PE1333-PE1332-PE1334-PD4-PD905-PD1119-PD1120-PD1121-PD1122-PD1123-PD1124-PD1125-PD953-PD954-PD955-PD1132-PD1133-PD1134-PD647-PD648-PD649-PD1135-PD1136-PD1137-PD1138-PD1143-PD777-PD1324;PD426-PD427-PD1600-PD839-PD840-PD1149-PD1150-PD1151-PD948-PD1152-PD1153-PD1158-PH217-PH1468-PE121-PE477-PE478-PE479-PE819-PE820-PE827-PE158-PE159-PE1296-PE1391-PE1282;Domingo y Festivos-06:36-23:30/Lunes a Viernes-05:35-23:45/Sábado-06:05-23:45;Lunes a Viernes-05:30-23:45/Domingo y Festivos-06:30-23:30/Sábado-06:00-23:45
D14;(M) Pedrero;(M) Quilin;2;PD193-PD194-PD195-PD196-PD197-PD1387-PD951-PD952-PD953-PD954-PD1162-PD1163-PD1164-PD1165-PD1166-PD1167-PD1168-PD1169-PD1170-PD1171-PD1362-PD1172-PD668-PD669-PD670-PD671-PD672-PD673-PD674-PD607-PD275-PD276-PD277-PD278-PD174-PD1356;PD1356-PD268-PD269-PD192-PD629-PD689-PD690-PD691-PD692-PD693-PD694-PD1363-PD1173-PD636-PD1174-PD1422-PD1175-PD1176-PD1177-PD1178-PD1179-PD18-PD1180-PD1181-PD1182-PD1183-PD1152-PD1153-PD1184-PD1185-PH213-PH214-PH215-PH216;Domingo y Festivos-06:30-23:30/Sábado-05:30-23:45/Lunes a Viernes-05:30-23:45;Domingo y Festivos-06:30-23:30/Sábado-05:30-23:45/Lunes a Viernes-05:30-23:45
D15;Diagonal Las Torres;(M) Francisco Bilbao;2;PD1429-PD1394-PD733-PD734-PD796-PD797-PD798-PD498-PD499-PD1424-PD998-PD738-PD1420-PD440-PD1187-PD1418-PD1079-PD254-PD1188-PD1189-PD1378-PD301-PD302-PD446-PD447-PD1381-PD1192-PD1193-PD1194-PD1195-PD1196-PD1197-PD1199-PD1200-PD1201-PD407-PD467-PD468-PC978;PC978-PD476-PD477-PD478-PD183-PD184-PD357-PD1202-PD1204-PD1205-PD1206-PD1207-PD1208-PD1376-PD1210-PD415-PD416-PD247-PD248-PD249-PD1211-PD1212-PD1213-PD1382-PD295-PD1419-PD1062-PD1369-PD1019-PD726-PD727-PD1215-PD502-PD503-PD793-PD794-PD795-PD731-PD732-PD1439;Sábado-05:30-00:30/Lunes a Viernes-05:30-00:30/Domingo y Festivos-06:30-00:30;Lunes a Viernes-05:30-00:30/Domingo y Festivos-06:30-00:30/Sábado-05:30-00:30
D16;(M) Quilin;(M) Francisco Bilbao;2;PD1356-PD825-PD695-PD1363-PD1173-PD636-PD637-PD638-PD913-PD914-PD1217-PD1218-PD1219-PD1220-PD1221-PD1222-PD1223-PD356-PD1391-PD312-PD826-PD827-PD828-PD829-PD830-PD831-PD832-PD833-PD834-PC973-PC1022;PC1022-PC386-PD807-PD808-PD809-PD810-PD811-PD812-PD813-PD814-PD313-PI629-PI630-PI631-PI632-PI633-PI634-PD895-PD596-PD597-PD598-PD599-PD600-PD1362-PD1172-PD668-PD817-PD1356;Lunes a Viernes-05:30-00:30/Sábado-05:30-00:30/Domingo y Festivos-05:30-00:30;Domingo y Festivos-05:30-00:30/Lunes a Viernes-05:30-00:30/Sábado-05:30-00:30
D17;Alto Macul;(M) Quilin;2;PE1388-PD1234-PE1397-PD1236-PD1237-PD1238-PD1434-PD1240-PD1241-PD1242-PD1398-PD929-PD930-PD460-PD1243-PD1355-PD1406-PD1407-PD1244-PD1356;PD1356-PD1421-PD1245-PD1354-PD1246-PD1247-PD469-PD470-PD471-PD472-PD980-PD981-PD1248-PD1583-PD1249-PD1250-PD1430-PD1432-PE1414-PE1398-PE1389-PE1390;Domingo y Festivos-06:30-23:30/Sábado-06:00-23:30/Lunes a Viernes-05:45-23:30;Lunes a Viernes-05:45-23:30/Domingo y Festivos-06:30-23:30/Sábado-06:00-23:30
D18;Diagonal Las Torres;(M) Santa Isabel;2;PD1429-PD1394-PD733-PD734-PD735-PD736-PD737-PD738-PD1420-PD440-PD1187-PD1418-PD1079-PD296-PD297-PD298-PD780-PD781-PD782-PD1002-PD1254-PD1255-PD1256-PD1257-PD1258-PD1361-PD308-PD1259-PD1260-PD1199-PD1200-PD1201-PD185-PD226-PD227-PD186-PD1261-PD1262-PD1263-PD1264-PD1265-PD1266-PC987-PC988-PC989-PC1149-PC1150-PC1152-PC1153-PC1154-PC995-PC996-PC997-PC998-PC999-PC502;PC1003-PC1004-PC1005-PC1006-PC1007-PC1008-PI635-PI636-PI637-PI638-PI639-PD1036-PD1037-PD1038-PD1277-PD1278-PD1279-PD1280-PD1281-PD1282-PD222-PD180-PD223-PD357-PD1202-PD1204-PD1284-PD241-PD1285-PD1286-PD1287-PD1288-PD1289-PD1290-PD1013-PD1014-PD1015-PD1016-PD250-PD251-PD252-PD253-PD1419-PD1062-PD1369-PD1019-PD726-PD727-PD728-PD729-PD730-PD731-PD732-PD1439;Domingo y Festivos-05:30-00:30/Sábado-05:30-00:30/Lunes a Viernes-05:30-00:30;Domingo y Festivos-05:30-00:30/Sábado-05:30-00:30/Lunes a Viernes-05:30-00:30
D20;Diagonal Las Torres;Av. Las Torres;2;PD1429-PD543-PD544-PD545-PD993-PD1455-PD1454-PD928-PD929-PD930-PD683-PD684-PD626-PD627-PD628-PD608-PD1396-PD609-PD1461-PD1441-PD1462-PD1460-PD680-PD681-PD144-PD682-PD143-PD133-PD818-PD142-PD134-PD819-PD141-PD135-PD140-PD139-PD136-PD463-PD462-PD619-PD464-PD461-PD1357-PD465-PD466-PD1459-PD1458-PD469-PD470-PD1457-PD471-PD1456-PD472-PD980-PD981-PD982-PD927-PD983-PD926-PD984-PD1463-PD539-PD540-PD546-PD541-PD542-PD1439;;;
E01;San Jose De La Estrella;(M) Santa Rosa;6;PE278-PE279-PE280-PF11-PE281-PE282-PE283-PE284-PE285-PE286-PE287-PE247-PE248-PE249-PE250-PE251-PE252-PE253-PE254-PE255-PE256-PE218-PE257-PE258-PE259-PE201-PE260-PE261-PE262-PE263-PE288-PE289-PE290-PE291-PE292-PE293-PE120-PG94-PG423-PG496-PE294;PE1318-PE1308-PE295-PE296-PE1405-PE297-PE298-PE299-PE300-PE301-PE302-PE234-PE303-PE236-PE202-PE203-PE204-PE205-PE237-PE238-PE239-PE240-PE241-PE242-PE243-PE244-PE1342-PE304-PE305-PE306-PE307-PE308-PE309-PE310-PE311-PE312-PE20-PE21-PE22-PE313-PE314;Domingo y Festivos-06:00-00:30/Sábado-05:30-00:30/Lunes a Viernes-05:30-00:30;Sábado-05:30-00:30/Domingo y Festivos-06:00-00:30/Lunes a Viernes-05:30-00:30
E02;(M) Lo Ovalle;Diego Portales;6;PG1585-PG446-PG425-PG426-PG427-PG428-PG429-PG430-PG431-PG432-PG433-PG434-PG435-PG113-PG114-PG93-PG115-PG423-PG219-PE315-PE316-PE317-PE318-PE319-PE320-PE321-PE322-PE323-PE324-PE325-PE326-PE327-PE328-PE329-PE845-PE846-PE847-PE848-PE330-PE331-PE332-PE333-PE334-PE1280-PE335-PE336-PE337-PE338-PE339;PE340-PE341-PE342-PE343-PE1271-PE1281-PE345-PE346-PE853-PE1259-PE875-PE347-PE348-PE349-PE350-PE351-PE353-PE354-PE355-PE356-PE357-PE358-PE197-PE198-PE199-PE200-PE201-PE359-PE360-PE361-PE172-PE1308-PE115-PE116-PE117-PG436-PG437-PG438-PG439-PG440-PG441-PG442-PG443-PG444-PG445-PG1585;Domingo y Festivos-06:02-23:40/Lunes a Viernes-05:42-23:54/Sábado-05:42-23:54;Domingo y Festivos-05:30-23:40/Lunes a Viernes-05:30-23:54/Sábado-05:30-23:54
E03;(M) Lo Ovalle ;Jardin Alto;6;PG446-PG425-PG426-PG453-PG454-PG455-PG456-PG457-PG458-PE362-PE363-PE364-PE365-PE366-PE367-PE368-PE369-PE75-PE76-PE77-PE78-PE79-PE370-PE371-PE372-PE373-PE374-PE193-PE1262-PE375-PE376-PE377-PE378-PE379-PE380-PE381-PE382-PE383-PE384-PE385-PE386-PE387-PE388-PE389-PE390-PE391-PE392-PE393-PE398-PE399-PE1376-PE1377;PE1493-PE400-PE1375-PE402-PE1417-PE408-PE409-PE410-PE411-PE412-PE413-PE414-PE415-PE416-PE417-PE418-PE419-PE421-PE422-PE423-PE424-PE425-PE426-PE1301-PE427-PE428-PE429-PE103-PE104-PE105-PE106-PE107-PE430-PE431-PE432-PE433-PE434-PE435-PE436-PG459-PG460-PG461-PG462-PG463-PG464-PG445;Domingo y Festivos-00:00-23:59/Sábado-00:00-23:59/Lunes a Viernes-00:00-23:59;Domingo y Festivos-00:00-23:59/Sábado-00:00-23:59/Lunes a Viernes-00:00-23:59
